WORD,FAM,CONC,IMAG,MEANC,MEANP,AOA
shoulder,5.53,5.89,5.77,4.08,,2.64
shout,5.57,4.71,4.84,5.25,,
shovel,5.28,5.81,5.38,4.18,,
show,5.59,4.02,4.24,4.58,,
shower,5.93,5.88,6.15,4.54,,3.42
shown,5.19,3.15,2.73,2.88,,
shriek,4.58,4.81,5.15,4.53,6.92,4.06
shrimp,5.46,6.29,6.18,4.74,,
shrub,4.46,5.88,5.56,,,3.83
shrug,4.81,4.21,4.97,,,4.08
shutter,3.98,5.62,5.33,,,3.89
sick,5.71,4.04,4.56,5,,
sickness,5.24,4.44,4.89,4.73,6.36,3.56
side,5.66,3.94,3.86,3.8,,
siege,3.45,4.17,4.45,,,5.03
sigh,5.18,3.8,4.4,,,3.8
sight,5.59,3.93,4.06,4.9,,
sigil,0.93,2.87,2.31,1.58,,
sign,5.43,5.2,5.34,4.33,,
signal,5.07,4.64,5.13,,,3.67
significant,5.25,,2.61,,,
signify,4.73,,2.98,,,
silence,5.7,3.52,4.7,,5.82,3.33
silk,4.82,5.38,5.1,3.68,,
silver,5.28,5.64,5.82,4.31,,3.17
similar,5.54,,3.24,,,
simile,4.39,3.95,3.34,,5.25,
simper,2.75,3.35,3.29,,,5.56
simple,6.04,3.06,3.44,4.6,,
sin,5.01,2.73,4.41,4.15,,4
since,5.41,2.47,2.64,2.83,,
sincere,5.29,,4.07,,,
sine,3.53,3.19,3.77,2.15,,
sinful,4.52,,3.71,,,
sing,5.76,4.21,5.27,4.72,,
singer,5.48,5.53,5.75,,6.64,3.14
singing,5.07,,4.71,,,
single,5.56,,4.15,,,
sink,5.86,5.9,5.99,4.18,,2.19
siren,4.31,5.38,5.78,,,3.47
sister,5.88,5.75,6.13,5.47,,
sit,5.81,4.37,4.87,4.41,,
site,5.07,4.08,4.06,4.15,,
situation,5.73,3.11,3.19,,4.84,4.57
sixpence,3.96,5.83,6.02,,,2.49
size,5.66,3.54,4.15,4.66,,
skate,5.34,5.62,5.63,4.13,,
sketch,4.52,5.35,5.1,,,4.11
ski,5.51,5.9,6.15,5,,
skill,5.49,3.46,3.66,,,4.14
skillet,4.32,5.79,5.86,4.5,7.43,
skin,5.91,6.14,6.38,4.82,5.67,
skirt,5.51,6.14,5.73,4.45,,2.58
skull,5.03,5.7,6.09,4,6.64,
skunk,5.19,6.48,6.52,4.46,,
sky,6.07,5.42,6.18,4.82,7.84,
skylark,3.5,6.14,5.48,,,3.94
skyscraper,4.89,6.18,5.77,4.9,,
slag,3.1,4.26,3.73,2.51,,
slang,5.12,3.73,4.11,4.36,,4.64
slap,5.21,5.11,5.42,4.75,,
slave,4.18,5.39,5.64,,6.17,3.86
slavery,5.12,3.93,5.17,4.75,,
slay,4.81,4.11,4.54,4.66,,
sleave,3.08,4.21,3.81,2.22,,
sled,4.77,,,,,
sleep,6.1,4.84,5.3,4.75,,
sleet,4.79,5.38,5.47,4.07,,
sleeve,5.6,5.87,5.5,4.21,,2.72
sleigh,5.31,6.13,6.08,4.55,,
slept,5.62,3.83,3.93,3.77,,
slice,5.4,4.43,5.07,4.38,,2.92
slide,5.29,5.04,4.9,3.54,,
slight,5.12,,3.17,,,
slime,4.26,5.45,5.58,3.84,,4.08
slip,5.37,4.48,4.97,4.07,,
slipper,4.94,5.85,5.95,4.18,6.04,
slit,4.87,5.2,5.08,,,3.64
sloe,1.85,3,2.76,2.02,,
slope,5.63,5.13,5.78,4.75,,
sloppy,5.42,,4.34,,,
slough,2.72,3.99,2.45,,,6.03
slovenly,2.97,3.11,4.04,3.38,,
slow,6.02,2.93,3.77,4.25,,
sluggish,4.81,3.43,3.82,3.85,,
slumber,3.67,3.86,5,,,4.19
slush,4.89,5.7,5.67,4.15,6.8,
smack,5.11,4.51,6.01,4.81,,
small,6.16,4.02,4.47,5.63,,
smart,6.02,3.04,3.96,5.15,,
smash,5.36,4.02,5.18,,,2.78
smear,4.8,3.55,4.15,3.62,,
smell,5.82,4.5,4.77,4.98,,
smelt,4.44,4.75,4.73,3.36,,
smile,5.94,5.14,6.15,5.02,,2.08
smoke,5.96,5.41,6.15,5.34,,2.28
smooth,5.7,4.06,4.72,4.78,,
smother,4.77,3.77,4.13,3.67,,
smug,3.75,,3.52,,,
smut,3.3,4.49,4.26,,,5.56
snail,4.89,5.79,5.77,3.46,,
snake,5.01,6.21,6.27,4.58,6.88,2.89
snap,5.26,4.2,4.1,3.73,,
sneer,3.98,3.71,4.94,,,4.67
sneeze,5.44,5.63,5.62,3.82,,
snort,4.01,4.24,4.72,,,4.33
snow,6.15,6.18,5.97,5.03,,
snub,3.86,2.8,3.48,,,5.22
so,5.97,1.95,2.27,2.73,,
soap,5.94,5.98,6,4.71,,2.22
soar,4.96,3.66,4.36,4.7,,
sob,5.16,4.25,4.83,4.9,,
sobriety,2.93,3.25,3.8,,4.52,
soccer,5.21,5.24,5.7,4.84,,
social,4.97,2.42,3.86,4.37,,
socialist,4.8,4.43,3.52,,4.54,
society,6.01,3.35,4.4,,,4.97
sock,5.78,5.81,5.53,3.78,,1.72
sod,4.33,5.69,4.67,3.82,,
soda,5.36,6,5.44,4.7,,
sodium,4.03,5.11,4.23,3.31,,
sofa,5.64,6.29,5.97,4.95,,
soft,5.9,4.14,4.76,4.76,,
softly,5.24,3.63,4.56,4.77,,
soil,5.16,5.81,5.66,4.48,8,3.47
sold,5.44,3.1,4.08,4.23,,3.08
soldier,5.17,5.78,5.78,4.97,,2.75
sole,4.73,4.84,4.62,3.93,,
solemn,4.53,3.22,3.92,4.46,,
solemnity,3.61,2.89,3.14,3.14,,5.97
solidify,4.74,3.63,4.45,4.07,,
solution,5.48,3.88,3.91,,,5.06
some,5.78,2.86,3.02,3.03,,
somersault,4.02,4.82,5.62,,,3.69
sometimes,5.93,,2.59,,,
son,6.07,,5.6,,,
sonata,3.13,4.91,4.41,3.49,5.56,
song,6.03,5.14,5.78,5.39,,2.42
soon,5.47,2.61,2.78,3.07,,
soot,3.9,5.63,5.31,3.85,,
sop,2.59,3.73,2.94,,,5.36
sophisticated,4.46,,4.15,,,
soprano,3.73,4.97,5.35,,,5.19
sore,5.44,5.02,4.86,4.31,,
sorrow,4.86,2.82,4.29,,,3.94
soul,5.44,2.89,3.66,4.28,6.4,
sound,5.97,5.02,4.97,4.38,,3
soup,5.76,6.15,6.04,4.35,,
sour,5.33,4.58,4.95,4.33,,
south,5.4,3.47,4.76,4.34,,
southland,2.3,3.73,2.24,,,5.58
sow,4.28,5.04,4.79,3.67,,
space,5.76,3.81,5.38,5.36,,3.19
spade,5.13,5.65,5.78,4.36,,
span,4.49,3.52,3.81,3.4,,4.56
spangle,3.44,3.71,3.56,2.62,,
spank,5.36,4.79,5.22,4.5,,
spare,5.52,3.13,3.16,,,3.64
spark,5.05,5.26,5.39,4.49,,
sparrow,5.23,6.29,5.83,4.7,,
spasm,4.22,4.39,4.86,,,5.58
spatula,4.07,5.86,5.17,3.33,,
speak,6,4.19,4.88,5.08,,
speaker,5.54,5.37,5.49,,5.54,
spear,5.13,5.84,5.45,4.03,,
special,6.07,,3.05,,,
specialist,4.95,4.87,4.48,,,5.17
specimen,5.12,4.81,4.17,4.05,,
speck,4.77,4.84,5.03,3.81,,3.53
speech,5.49,4.53,4.47,,5.36,3.69
spell,5.25,3.76,4.29,,,2.92
sperm,3.95,5.78,5.48,,,5.97
sphere,4.57,4.89,5.62,4.26,,
spice,5.18,5.9,5.92,4.52,,
spicy,5.09,4.78,4.94,4.5,,
spider,5.26,6.07,5.97,3.92,,
spike,4.71,5.72,5.73,4.05,,3.53
spinach,4.52,5.89,6.06,3.84,7.08,
spire,3.09,5.76,5.41,,4.72,
spirit,5.18,2.96,4.5,,5.72,3.89
spirited,4.25,,4.26,,,
spite,4.59,2.62,4.05,,,4.42
spiteful,4.19,,3.34,,,
splendid,5.1,,3.83,,,
split,5.14,4.17,4.45,,,3.81
spoke,5.32,5.26,4.66,4.13,,3.28
sponge,5.38,5.97,5.77,3.87,,
spook,4.75,4.17,4.49,4.32,,
spool,4.99,5.65,5.52,3.47,,
spoon,6.12,6.14,5.84,4.25,,1.86
spot,5.6,5.12,5.07,4.42,,2.61
spout,4.33,4.68,4.66,2.95,,
spray,5.21,5.14,5.59,4.15,6.48,
spree,4.1,3.33,4.25,,5.79,5.31
spring,5.88,5.24,5.85,5.45,,
sprint,4.61,4.11,5.26,,,4.28
spruce,4.99,5.68,5.32,4.48,,
spurt,4.17,4.17,4.91,,,4.06
square,5.76,5.16,6.1,5.19,5.44,2.5
squeak,5.06,4.61,4.92,4.38,,
squib,2.83,4.02,3.9,2.34,,
squint,5.28,4.56,5.15,4.13,,
squire,3.23,5.02,4.59,,,5.25
squirrel,5.11,6.12,6.42,3.97,,
squirt,4.92,4.53,4.96,3.92,,
stable,5.19,5.62,5.37,4.9,,2.92
stadium,5.26,5.69,5.86,4.13,,
staff,5.77,5.15,4.78,,,4.03
stain,5.34,5.35,5.33,,5.25,3.11
stair,5.6,5.58,5.51,4.28,,
stake,4.6,5.4,5.06,3.72,,
stale,5.09,3.93,4.12,3.44,,
stalk,4.13,4.74,4.4,3.88,,4.22
stand,5.64,4.5,4.71,4.17,,
standard,5.56,3.24,3.19,,,4.72
stanza,3.85,4.56,4.37,,,6.17
star,5.74,5.74,6.23,4.9,7.04,
starch,4.59,5.55,4.97,3.85,,4.89
stare,5.08,3.65,4.2,4.05,,
startle,4.5,,4.1,,,
state,5.6,4.4,5.11,4.66,,
statement,5.05,3.79,3.86,,,4.81
station,5.48,5.72,5.54,4.85,,3
statue,4.44,6,5.62,,,4.06
stay,5.73,3.29,3.21,3.69,,
steadfast,3.68,,,,,
steady,6.06,,3.78,,,
steak,5.58,6.46,6.47,5.33,,3.29
steal,5.62,3.63,4.48,4.89,,
steam,5.45,5.52,5.91,4.33,7.46,3.08
steamer,4.58,5.91,6.16,,6.32,
steel,5.53,5.86,5.34,4.34,,
steeple,4.05,5.61,5.59,3.7,,3.61
steerage,1.93,4.16,3.41,,4.65,
stem,5.13,5.56,5.33,4.45,,
step,5.78,5.08,4.83,4.13,,2.67
steppe,3.24,4.79,4.27,2.52,,
stern,4.81,3.49,4.24,4.35,,
stethoscope,3.33,,,,,
stew,5.22,6.03,5.87,4.65,,2.83
stick,5.28,6.04,5.17,5.03,,
stifle,4.53,2.92,3.81,3.71,,
stile,3.18,4.66,4.13,2.36,,4.44
still,5.57,3.54,3.45,3.97,,
sting,4.8,5.09,5.53,,,2.61
stingy,4.52,2.99,3.95,4.3,,
stipend,2.46,3.96,2.13,,,6.5
stoat,3.52,6.21,4.83,,,4.17
stocking,5.16,5.51,5.55,3.9,,
stoic,3.02,3.05,3.4,,,6.39
stole,5.49,3.42,4.41,4.59,,
stomach,5.47,6.17,5.51,4.57,,
stone,5.64,6.14,5.85,5.02,7.24,
stool,5.31,5.92,5.84,3.74,,2.03
stop,5.63,3.08,4.52,4.85,,
stopped,6.07,,3.97,,,
store,5.62,5.48,5.06,4.73,,
stork,3.93,6.14,5.7,,,3.56
storm,5.55,5.27,5.87,5.24,7.21,
story,5.78,4.27,4.91,5.18,,
stout,5.11,4.13,5.21,4.92,,
stove,5.25,5.91,5.92,4.87,,2.97
straight,5.82,4.04,4.53,4.15,,
strain,5.33,3.38,4.02,,,4.22
strand,5,4.42,4.31,4.19,,
strange,6.06,,3.78,,,
stranger,5.22,4.41,4.54,,,3.22
straw,5.08,6.03,5.68,4.36,,2.89
strawberry,5.39,6.1,6.31,4.65,6.71,
streamer,4.75,5.18,5.04,3.15,,
street,6.02,5.79,5.77,5,7.48,
strength,5.73,3.39,4.7,,5.12,3.25
strengthen,5.37,,3.41,,,
strict,5.51,,3.83,,,
stride,4.38,4.09,4.62,,,4.39
string,5.66,5.7,5.56,4.43,5.29,
stripe,4.57,5.5,5.62,,,3.08
stroke,5.11,4.63,4.81,4.41,,
strong,6.03,,4.63,,,
strop,2.36,3.64,2.08,,,6.47
strut,3.68,4.29,4.37,,,5.11
stub,3.87,5.42,4.95,,5.24,
stubborn,5.43,,4,,,
student,6.32,5.49,6.03,5.49,5.96,4.81
studious,4.78,,4.26,,,
stumble,5.36,4.33,4.85,4.98,,
stump,4.47,5.4,4.9,4.11,,3.72
stunt,4.9,3.93,4.29,3.78,,
stupid,5.5,3.51,3.81,4.87,,
style,5.55,3.44,4.16,5.1,5.84,4.19
stylish,4.86,,4.07,,,
subaltern,2.24,4.17,2.67,,,6.75
subject,5.9,4.06,4.18,,,4.17
submarine,4.5,5.83,5.88,4.03,,3.81
subsection,3.3,3.68,2.83,,,6.31
substance,5.06,4.79,3.48,,,4.83
substitute,5.05,4,3.6,,4.48,4.64
substratum,2.33,3.63,2.44,,,6.61
subtle,4.87,,2.94,,,
subtraction,5.15,3.36,4.13,4,5.52,
succeed,5.91,3.04,4.16,4.95,,
success,5.68,2.95,4.43,,,4.11
succour,2.82,3.08,2.97,,,6.14
such,5.21,2.48,2.19,2.1,,
sucker,4.92,4.04,4.19,4.37,,
sudden,5.75,,3.61,,,
suds,4.36,5.54,5.65,,7.29,3.69
sue,5.28,4.32,4.49,3.95,,
suede,5.31,5.78,5.5,3.93,,
sufferance,3.69,2.6,3.26,,,5.97
suffix,4.44,3.18,2.54,2.58,,
suffocate,4.74,3.91,4.86,3.87,,
suffrage,3.71,2.83,3.17,3.71,,
sugar,6.08,6.2,5.95,5.1,7,
suggestion,5.67,3.33,3.45,,,4.61
suit,5.43,5.45,5.36,4.52,,
suite,4.53,5.34,4.87,3.62,,4.58
sullen,3.74,,3.61,,,
sulphur,4.45,5.91,5.61,3.7,6.25,
sultan,2.56,5.63,5.41,,7.24,
sum,5.37,3.79,4.65,4.29,,2.78
summer,6.12,4.39,6.18,,,2.53
summit,4,,5.46,,,
sun,6.35,6.17,6.39,5.2,,1.81
sunburn,5.01,5.63,6.29,,7.72,
sunlight,5.23,5.15,6.43,,,2.89
sunset,5.39,5.25,6.33,4.47,6.96,
sunshine,6.27,5.27,6.55,,,2.06
superfluity,2.49,2.37,2.32,,,6.47
superior,5.34,,3.78,,,
supper,5.93,5.63,5.9,5.3,,2.5
supplication,2.36,3.24,3.26,,4.04,
supply,5.34,3.68,3.4,,,4.17
support,5.56,,3.59,,,
supposition,3.96,2.8,2.7,,,6.19
suppression,4.45,2.89,3.28,,3.89,
sural,1.44,2.82,2.31,1.52,,
sure,5.52,2.81,2.85,3.78,,
surf,5.26,5.27,6.01,4.35,,
surface,5.73,4.47,4.53,,,3.78
surplus,4.5,,3.46,,,
surprise,5.83,3.26,4.51,,,3.22
surrender,4.88,3.56,4.32,,,3.86
surtax,3.04,3.93,2.9,2.25,2.96,
suspect,4.88,3.79,3.77,,,4.72
suspicion,4.7,2.65,3.86,,,4.78
suspicious,5.23,,3.71,,,
swage,1.49,2.92,2.34,2.03,,
swallow,5.31,5.47,5.54,4.39,,3.08
swamp,4.38,5.7,6,,6.67,
sward,1.55,3.64,2.07,,,6.5
swarm,4.63,4.06,4.88,4.25,,
swayed,4.93,3.28,4.04,3.89,,
sweat,5.45,5.69,5.6,4.57,,
sweep,4.95,4.76,5.13,4.15,,2.81
sweet,5.7,4.63,4.93,4.95,,
swell,4.43,4.11,4.1,,,4.28
swift,5.07,3.38,4.6,4.93,,
swim,5.5,4.82,5.72,4.35,,2.56
swimming,5.6,5.48,6.35,5.02,,
sword,4.44,5.77,5.97,3.87,,3.42
swore,4.77,,4.04,,,
sycamore,3.69,6.06,5.62,,,3.81
syllable,4.73,3.61,3.75,,,4.97
symbol,5.36,4.02,4.47,4.9,,
symbolism,5.29,2.73,4.38,4.36,,
symmetrical,4.4,,4.56,,,
sympathetic,5.08,3.2,3.9,4.6,,
sympathy,5.01,2.78,4.02,,,4.64
synagogue,4.31,5.45,4.98,4.3,,
synod,2.15,3.99,2.29,,,6.83
system,5.88,3.56,3.4,,,4.61
table,5.99,6.04,5.82,4.23,7.6,
tablespoon,5.67,5.87,6,,5.63,2.58
tacet,1.51,3.14,2.34,1.81,,
tack,4.63,5.65,5.46,3.58,,3.63
tail,5.33,6.13,5.51,4.73,,
tailor,4.17,5.35,4.99,,,3.78
take,5.55,3.32,3.37,3.6,,
tale,4.99,3.52,3.63,4.02,,
talent,5.23,2.9,3.99,,,4.19
talented,5.33,,3.87,,,
tales,5.29,4.45,4.66,5.03,,
talk,6.13,4.22,4.53,5.66,,
talkative,5.07,,4,,,
tall,5.85,4.39,5.14,5.25,,
tally,3.74,3.31,3.08,,,5.36
taluk,0.85,2.57,2.3,1.78,,
tame,5.01,3.35,4.47,4.02,,
tang,4.36,4.78,5.18,3.56,,
tangerine,4.95,6.45,6.25,4.45,,
tank,5.11,5.81,5.63,4.02,6.48,
tap,5.67,5.38,5.41,4.1,,2.22
tape,5.67,5.64,5.73,4.26,,4.06
taper,3.84,3.62,3.72,2.92,,
tapis,1.18,3.12,1.93,1.41,,
tar,4.91,5.97,5.5,3.46,,
tariff,3.95,,3.73,,,
tarn,2.51,3.99,2.99,,,6.06
tarnish,4.55,4.43,4.56,3.83,,
task,5.14,4.09,4.1,,,3.92
taste,5.8,4.64,4.25,4.31,,
tax,5.23,4.45,4.46,3.98,,4.69
tea,5.72,6.09,5.99,4.49,,
teach,5.52,3.53,4.29,4.55,,
teacher,5.99,5.69,5.75,5.45,6,2.47
team,5.38,4.92,5.65,5.03,,
tear,5.55,5.04,5.5,4.98,,2.64
technicality,3.9,3.08,2.62,,,6.08
teem,3.23,3.4,3.46,2.45,,
teeth,5.93,6.18,6.11,5,,
telegraph,4.6,5.47,5.18,,,4.36
telephone,6.05,6.19,6.55,4.67,,
telescope,4.61,5.92,5.96,4.1,,
tell,5.96,3.06,3.5,4.65,,
temerity,1.85,2.85,2.67,2.3,2.04,
temper,5.75,3.53,4.89,,,3.33
temperamental,4.14,,3.93,,,
temperature,5.47,4.72,4.6,4.15,,
tempest,3.75,4.6,5.14,3.9,6.96,
temple,4.5,5.65,5.47,4.27,6.75,
tempt,4.95,2.83,4.37,4.43,,
temptation,4.94,2.65,3.91,,,4.54
tendency,5.07,2.43,2.61,,4.08,5.25
tender,5.1,,4.29,,,
tennis,5.28,5.74,6.34,4.92,,
tense,5.31,3.65,4.22,4.3,,
tent,5.21,6.08,5.93,4.52,,2.83
tentative,4.42,,2.66,,,
tenure,3.04,3.45,2.86,2.89,,
term,5.75,3.74,3.87,4.5,,3.94
terrible,6.05,,4.22,,,
territory,4.65,4.59,4.45,,,4.86
terror,4.95,3.26,4.83,,,3.81
test,5.66,5.2,5.28,4.87,,
testimony,5.08,3.81,3.77,3.9,,
text,5.11,4.98,4.37,,,4.86
than,5.45,1.88,2.13,2.69,,
thane,2.31,3.81,2.51,,,6.42
that,6.11,2.32,2.25,2.87,,
thaw,4.92,3.68,4.66,4.16,,3.81
the,6.25,2.37,2.09,2.12,,
theft,4.99,3.61,4.36,4.84,,3.86
their,6.07,2.57,2.55,3.1,,
them,5.42,3.44,3.68,3.89,,
theme,5.24,3.36,3.95,4.34,,
then,6.1,1.9,2.04,2.72,,
theologian,3.57,4.75,4.16,,6.36,6.69
theoretical,4.87,2.64,3.34,3.57,,
theory,5.34,2.87,3.17,4.08,5.88,5.57
there,6.03,2.16,2.83,2.77,,
therefore,5.56,1.99,2.43,3,,
thermometer,4.81,6.12,5.81,4.43,,3.89
these,5.47,2.6,2.67,3.08,,
they,6.07,3.16,3.12,3.36,,
thick,5.73,3.86,4.68,4.28,,
thicket,3.61,5.71,5.11,,6.04,4.69
thief,5.29,5.19,5.29,4.8,6.5,3.22
thimble,3.97,5.29,5.7,3.6,,
thin,5.7,3.92,5.02,4.74,,
thing,5.87,3.5,3.58,4.79,,
think,6.12,3.46,3.84,5,,
thinker,4.74,4.03,4.05,,,4.08
thirsty,6.02,4.51,4.82,4.43,,
this,6.01,2.4,2.79,3.03,,
thistle,4.63,6.11,6.24,,,3.33
thong,3.35,5.43,4.48,,,5.53
thorn,4.54,5.86,6,,6.44,
those,5.7,2.54,2.47,2.98,,
thought,6.03,2.74,3.48,4.95,5.32,3.47
thoughtful,5.53,3.13,3.9,4.74,,
thread,5.22,6.07,5.68,4.43,,2.67
threat,5.24,3.35,4.08,3.8,,3.94
three,5.81,4.39,4.95,3.98,,
threw,5.57,3.33,4.21,4.03,,
thrifty,4.61,2.97,3.81,4.02,,
thrill,5.04,3.2,4.83,,,4.03
throat,5.48,5.78,5.61,3.88,,
throe,2.05,2.4,2.99,1.98,,
throng,3.77,4,4.52,3.6,,
through,5.87,2.74,3.2,3.9,,
throw,5.48,4,4.77,4.18,,2.64
thud,4.56,4.23,4.53,3.52,,
thumb,6.01,6.38,5.99,,,1.83
thunder,5.47,5.47,5.54,4.67,,
thus,5.07,1.97,2.67,2.75,,
thwart,3.61,3.4,3.24,3.32,,
thyme,3.36,5.87,4.7,3.46,,5.78
ticker,3.29,,3.85,,,
ticket,5.86,5.9,5.74,4.43,7.21,2.94
tickle,5.24,4.73,4.92,3.71,,
tidbit,3.88,4.89,4.48,,5.79,
tide,5.04,5.16,5.3,4.08,,3.31
tidy,4.9,3.11,4.78,4.72,,
tie,5.59,5.68,5.51,4.32,,
tiger,5.13,6.11,6.06,4.33,,
tight,5.55,4.25,4.95,4.57,,
till,4.42,3.65,3.64,3.53,,
timber,4.4,5.78,5.53,,,4.03
time,6.04,3.43,4.13,4.53,7,
timepiece,4.21,5.77,5.68,4.87,6.08,
timid,4.73,,4.04,,,
tin,5.75,5.93,5.32,,,2.86
ting,1.9,3.5,3.16,,,4.92
tip,4.93,4.59,4.83,3.74,,3.28
tire,5.46,5.63,5.11,4,,
tired,6.3,,4.19,,,
tiresome,4.64,,3.61,,,
title,5.23,3.84,4.13,,,3.75
to,6.13,1.99,2.2,2.45,,
toad,5.16,5.68,5.91,4.15,,
toast,5.71,5.82,5.94,4.02,7.84,
toaster,5.2,5.79,5.8,3.65,,
tobacco,5.58,6.09,6.01,4.44,7.84,3.66
toe,5.78,6.07,6.2,4.69,,1.94
toga,2.91,,5.19,,,
together,6.03,,4.26,,,
toil,4.68,3.86,3.93,4.05,,
toilet,5.67,5.86,6.03,4.3,,
token,4.73,4.67,4.16,,,4.5
told,5.31,3.18,2.86,3.29,,
tolerant,4.98,2.65,3.35,4.02,,
toll,4.85,4.24,4.19,3.71,,
tomahawk,3.66,5.86,6.19,,6.44,
tomato,5.74,6.62,6.1,4.89,,
tomb,4.5,5.73,5.96,4.42,6.04,4.11
ton,5.01,4.73,4.75,4.77,,3.86
tongue,5.31,6.34,6.21,4.38,,
too,5.95,2.08,2.61,2.97,,
tool,5.32,5.7,5.38,5.1,6.88,3
tooth,5.78,6.19,6.24,4.36,,
top,5.71,4.35,4.86,4.77,,
topic,5.39,3.66,3.64,,,4.83
topped,4.73,,3.48,,,
torment,3.98,2.88,3.86,,,4.72
tornado,4.84,6.44,5.91,4.92,,
tortoise,4.15,6.02,5.39,4.03,,
torture,4.71,4.37,5.33,,,4.08
touch,5.9,4.17,4.56,,,2.69
tough,5.34,4.04,4.86,4.56,,
tourist,5.36,5.33,5.77,4.98,,
tow,4.68,4.09,4.06,3.4,,
towel,5.7,,5.7,,,
tower,4.63,5.85,5.96,,6.42,3.53
town,5.89,5.56,5.53,5.65,,
toy,5.5,5.67,5.69,5.05,6.96,1.64
trace,5.31,3.71,3.84,3.71,,
track,5.14,5.47,4.99,,,3.83
traction,4.23,4.06,4.79,,6.4,
tractor,5.18,5.9,5.85,4.18,,
trade,5.37,,3.9,,,
tradition,5.26,2.91,3.54,4.45,,4.86
tragedy,5.21,3.31,4.78,4.77,5.84,
trail,5.08,5.11,5.25,4.66,,3.86
trailer,5.28,5.97,5.87,3.63,,
train,5.48,5.92,5.93,4.68,,
trainer,4.58,,4.82,,,
traitor,4.67,4.67,4.47,4.02,,
trance,4.36,3.68,4.63,3.59,,4.81
tranquil,4.79,3.34,5.08,4.62,,
transfer,5.02,3.31,3.13,,,4.89
transform,4.95,,3.05,,,
transformer,3.97,5.17,3.99,,,5.92
translation,4.95,3.66,3.4,,,5.56
transportation,4.87,4.03,4.3,5.7,,5.28
trapeze,3.94,6.09,5.52,4.05,,
trapezoid,4.11,4.94,5.18,3.59,,
trash,5.41,5.88,5.99,4.98,,
travel,5.5,4.02,5.06,5.2,,
traveller,4.94,4.92,4.91,,,3.64
trawl,3.21,4.45,3.52,2.75,,
tray,5.58,5.9,5.5,4.5,,
treason,3.96,,3.63,,,
treasurer,5.11,5.57,4.93,4.17,,
treat,5.34,3.99,3.6,4.42,,
treatment,5.29,3.43,4.08,,,4.33
treaty,3.72,3.61,3.21,,,5.36
tree,6.13,6.04,6.22,4.89,6.79,
trellis,2.08,5.74,5.44,,5,
tremor,4.01,4.87,4.91,,,5.11
tremulous,2.56,,3.24,,,
trend,5.03,3.28,3.73,3.68,,
trey,2.56,3.89,2.87,1.64,,
trial,5.09,4.46,5.16,4.33,,4.33
triangle,5.12,5.23,5.97,4.25,,
tribe,5.03,5.04,5.15,4.12,,
tribute,4.2,3.39,3.86,,5.52,
trick,5.31,3.91,4.59,,,3.08
tricycle,4.36,,,,,
tried,5.97,,3.03,,,
trim,4.56,3.88,3.78,,,3.67
trip,5.59,4.48,5.2,5.5,,3.14
tripod,3.63,5.77,5.74,3.38,5.76,
triumph,4.9,3.32,4.7,4.92,,4.58
triumphant,4.73,,4.26,,,
trolley,4.49,5.79,5.85,3.68,,
trombone,4.81,6.06,5.79,4.17,,
troop,4.7,5.09,4.98,4.56,,4.06
trouble,5.9,3.1,3.95,4.75,5.08,3.22
troupe,3.63,4.79,4.04,3.38,,
trout,4.79,6.17,6.17,4.3,,3.94
truce,3.86,3.35,4.81,,6.17,
truck,6.2,5.95,6.21,,6.48,
true,6.05,2.69,3.65,4.75,,
truism,3.98,2.76,2.92,3.1,,
trumpet,4.9,6.08,6.28,4.68,6.8,
trunk,4.85,5.96,5.29,,,3.28
trust,5.48,3,3.56,4.6,,4
trustworthy,4.6,,3.37,,,
truth,5.81,2.61,3.74,4.52,4.78,
try,6.36,2.6,3.18,,,2.29
tube,5.39,5.81,5.64,4.16,,
tuberculosis,4.61,5.19,4.26,3.92,,
tuck,4.52,4.37,4.16,,,3.42
tuff,3.41,3.52,3.66,3.15,,
tulip,5.46,6.19,6.41,4.7,,
tumble,4.9,4.33,4.61,4.59,,3.5
tun,1.41,2.11,2.35,1.83,,
tune,5.45,4.64,4.63,4.87,,
tunic,3.73,5.63,5.08,3.55,,4.06
tunnel,5.41,5.55,5.78,3.93,,
turmoil,4.31,,4.29,,,
turn,5.83,3.59,3.84,3.47,,2.33
turner,3.68,4.62,3.45,,,5.17
turpentine,4.83,6.04,5.87,3.68,,
turtle,5.09,6.44,5.64,4.31,,
tush,1.57,2.87,1.43,,,6.56
tusk,4.33,5.8,5.38,3.38,,
twang,3.71,3.71,3.87,2.88,,
tweed,4.29,5.7,5.4,,,4.19
tweezer,4.96,5.4,5.87,3.56,,
tweezers,4.15,5.9,6.19,,5.8,
twig,4.93,5.59,5.55,4.2,,
twilight,4.23,4.67,5.88,,6.56,4.11
twist,5.1,4.23,5.29,4.27,,
two,5.96,3.83,4.45,3.89,,
type,5.67,3.76,3.95,4.38,,3.83
typewriter,5.24,6.11,6.15,4.15,,3.89
typhoon,3.31,5.42,5.36,,6.28,
typical,5.57,2.68,2.99,4.03,,
tyranny,4.19,3.02,3.86,3.98,,
tyrant,3.87,4.67,4.94,,,4.92
ugly,5.62,3.77,4.91,4.9,,
ulcer,4.23,5.58,5.16,,,5.17
umbrella,5.11,6.06,5.92,4,6.76,3.06
umpire,5.42,5.81,5.72,4.82,,
unanimity,2.69,2.5,2.16,,,6.61
unbelief,3.66,2.6,3.32,,,4.89
